Player Name,Team,Overall Pick,Projection Rank,Delta,Stamp Type,Points,VOS Stamp
Alexis Cloutier,Pittsburgh Pirates,788,186,602,Later,4.700958598363593,Y
Bruce Toth,Memphis Blues,789,1200,-411,,0.0,N
Axel Allen,Atlanta Braves,790,905,-115,,0.0,N
Woody McMillen,St. Louis Cardinals,791,803,-12,Managed Risk,1.5547189562170503,Y
Camden Larson,Indianapolis Ignition,792,813,-21,Managed Risk,1.4431471805599454,Y
Dan Shrock,Toronto Blue Jays,793,932,-139,,0.0,N
Valter Carrasco,Colorado Rockies,794,518,276,Later,4.31200875309367,Y
Karter Bickley,Cleveland Indians,795,992,-197,,0.0,N
Sebastian Imad,California Angels,796,433,363,Later,4.44857693381837,Y
B.J. Brewer,Texas Rangers,797,935,-138,,0.0,N
Johnny Fall,Montreal Expos,798,970,-172,,0.0,N
Aydin Propst,Las Vegas Knights,799,348,451,Later,4.556841089916116,Y
Eugenio Bermudez,Los Angeles Dodgers,800,659,141,Later,3.9779135288006304,Y
Joe White,Las Vegas Knights,801,849,-48,,0.0,N
Lyle Salley,London Royals,802,834,-32,Managed Risk,1.1523594781085251,Y
Orvin Peterson,Houston Astros,803,1147,-344,,0.0,N
Carson Chang,Cincinnati Reds,804,1071,-267,,0.0,N
Rick Gilbart,San Diego Padres,805,654,151,Later,4.011940260423138,Y
Bryson Waters,Philadelphia Phillies,806,1161,-355,,0.0,N
Bode Dakin,Boston Red Sox,807,517,290,Later,4.336661633585747,Y
Wendel Bell,Washington Nationals,808,618,190,Later,4.126136714023315,Y
Wyatt Zamzow,Baltimore Orioles,809,477,332,Later,4.404071244990222,Y
Tobias Boutwell,Tampa Bay Rays,810,573,237,Later,4.236135336835737,Y
Engelbert Shulman,Detroit Tigers,811,621,190,Later,4.126136714023315,Y
Willy Rivera,Portland Hops,812,570,242,Later,4.246530721670274,Y
Richie Daniels,Chicago Cubs,813,686,127,Later,3.9260151319598084,Y
Jarred Richards,Chicago White Sox,814,410,404,Later,4.50194353355327,Y
Vince Williams,Milwaukee Brewers,815,822,-7,Managed Risk,1.600299345415539,Y
Aidan Terwilliger,Minnesota Twins,816,708,108,Later,3.8456739411145717,Y
Christian Worthington,Seattle Mariners,817,802,15,Later,2.886294361119891,Y
Logan Stover,San Francisco Giants,818,721,97,Later,3.792483739335286,Y
Terrance Massa,Oakland Athletics,819,699,120,Later,3.8978952727983707,Y
Jeremy Wallace,New York Yankees,820,848,-28,Managed Risk,1.299306144334055,Y
Craig Schultz,Vancouver Cascades,821,744,77,Later,3.678354413344796,Y
Bobby Charest,Arizona Diamondbacks,822,1192,-370,,0.0,N
Rey Hunter,New York Mets,823,471,352,Later,4.433234028466648,Y
Zack Strauss,Pittsburgh Pirates,824,269,555,Later,4.660384147125291,Y
Wilbert Garner,Memphis Blues,825,887,-62,,0.0,N
Enzo Cayer,Atlanta Braves,826,963,-137,,0.0,N
Verne McConnell,St. Louis Cardinals,827,897,-70,,0.0,N
Jim Dugger,Indianapolis Ignition,828,926,-98,,0.0,N
Cooper Lowe,Toronto Blue Jays,829,829,0,Later,1.5,Y
Hamilton Heller,Colorado Rockies,830,874,-44,,0.0,N
Ken Gustafson,Cleveland Indians,831,296,535,Later,4.642067080535401,Y
Joe Keeling,California Angels,832,723,109,Later,3.8502401828962083,Y
Bob Dennison,Texas Rangers,833,980,-147,,0.0,N
Alexander Richard,Montreal Expos,834,912,-78,,0.0,N
Luther Eckles,Las Vegas Knights,835,1096,-261,,0.0,N
Collin Dahlberg,Los Angeles Dodgers,836,418,418,Later,4.518935459961069,Y
Alex Thompson,Las Vegas Knights,837,532,305,Later,4.36179255097619,Y
Brayden Hutchens,London Royals,838,923,-85,,0.0,N
Jacob Walter,Houston Astros,839,546,293,Later,4.341789883669341,Y
Hendrick Sanders,Cincinnati Reds,840,516,324,Later,4.391912591164869,Y
E.J. Christian,San Diego Padres,841,450,391,Later,4.485630919895231,Y
David Hutton,Philadelphia Phillies,842,806,36,Later,3.305458956322112,Y
Benjamin Bracknell,Boston Red Sox,843,1064,-221,,0.0,N
Estanis Lucero,Washington Nationals,844,391,453,Later,4.559048599020674,Y
Isaac Lindmark,Baltimore Orioles,845,711,134,Later,3.952637389219215,Y
Paxton Rutherford,Tampa Bay Rays,846,978,-132,,0.0,N
Donovan Roder,Detroit Tigers,847,691,156,Later,4.028122902674154,Y
Alex Hitchens,Portland Hops,848,827,21,Later,3.045521226679158,Y
Martin Guerrero,Chicago Cubs,849,782,67,Later,3.6097538525880535,Y
Paul Kendricks,Chicago White Sox,850,622,228,Later,4.21686100177712,Y
Todd Spear,Milwaukee Brewers,851,537,314,Later,4.3762863194128165,Y
Scott Varada,Minnesota Twins,852,811,41,Later,3.368834809141684,Y
Adam Cook,Seattle Mariners,853,1061,-208,,0.0,N
Phil Bowers,San Francisco Giants,854,395,459,Later,4.56561324474157,Y
Larson Ozal,Oakland Athletics,855,1050,-195,,0.0,N
P.J. Bolden,New York Yankees,856,710,146,Later,3.995216293389368,Y
Osamu Ouchi,Vancouver Cascades,857,971,-114,,0.0,N
Benedetto Kukulyan,Arizona Diamondbacks,858,986,-128,,0.0,N
Thomas Gray,New York Mets,859,785,74,Later,3.658744056768155,Y
Jason Simpson,Pittsburgh Pirates,860,500,360,Later,4.44443897916644,Y
Lyman Fernandez,Memphis Blues,861,1168,-307,,0.0,N
Terciero Espinoza,Atlanta Braves,862,1036,-174,,0.0,N
Caleb Beauchesne,St. Louis Cardinals,863,1190,-327,,0.0,N
Hugh May,Indianapolis Ignition,864,432,432,Later,4.535368864001245,Y
Ben Kowalski,Toronto Blue Jays,865,730,135,Later,3.956327442868026,Y
Barney Ferrera,Colorado Rockies,866,256,610,Later,4.707548479585798,Y
Oliver Farrell,Cleveland Indians,867,817,50,Later,3.465912816362163,Y
Cooper Taylor,California Angels,868,722,146,Later,3.995216293389368,Y
Erick Fleming,Texas Rangers,869,977,-108,,0.0,N
Noah Rizzo,Montreal Expos,870,875,-5,Managed Risk,1.6164339756999317,Y
Carter Weisel,Las Vegas Knights,871,771,100,Later,3.80756025842063,Y
Myles Kish,Los Angeles Dodgers,872,454,418,Later,4.518935459961069,Y
Andy Hicks,Las Vegas Knights,873,888,-15,Managed Risk,1.522760613339579,Y
Max Williamson,London Royals,874,463,411,Later,4.510511674674763,Y
Elvis Fowlkes,Houston Astros,875,416,459,Later,4.56561324474157,Y
Darnell Hampton,Cincinnati Reds,876,927,-51,,0.0,N
Amaro Franco,San Diego Padres,877,279,598,Later,4.697630799057725,Y
Joe Parsons,Philadelphia Phillies,878,1005,-127,,0.0,N
Ferris Kijewski,Boston Red Sox,879,292,587,Later,4.688363473949313,Y
Zachary Cullen,Washington Nationals,880,951,-71,,0.0,N
Rick Medina,Baltimore Orioles,881,289,592,Later,4.692597199498863,Y
Kenny Leahy,Tampa Bay Rays,882,645,237,Later,4.236135336835737,Y
Emo McGillivray,Detroit Tigers,883,1069,-186,,0.0,N
Dirk O'Donnegan,Portland Hops,884,1102,-218,,0.0,N
Markieff Muse,Chicago Cubs,885,1218,-333,,0.0,N
C.J. Brathwaite,Chicago White Sox,886,408,478,Later,4.5858502987054575,Y
Tristian Purifoy,Milwaukee Brewers,887,651,236,Later,4.234030070567566,Y
Ezra Graham,Minnesota Twins,888,404,484,Later,4.592074445468741,Y
Kade Lemonde,Seattle Mariners,889,492,397,Later,4.493226002642219,Y
Abraham Mathis,San Francisco Giants,890,694,196,Later,4.141601864368994,Y
Stefan Wright,Oakland Athletics,891,631,260,Later,4.282260203661346,Y
Hayes Guffey,New York Yankees,892,956,-64,,0.0,N
Carter Thompson,Vancouver Cascades,893,486,407,Later,4.50563358720208,Y
David J. Chavarría,Arizona Diamondbacks,894,979,-85,,0.0,N
Mike Jurek,New York Mets,895,1137,-242,,0.0,N
John Miller,Pittsburgh Pirates,896,1086,-190,,0.0,N
Jack Jordan,Memphis Blues,897,877,20,Later,3.0222612188617113,Y
Milton Brown,Atlanta Braves,898,667,231,Later,4.2233686858331545,Y
Jacob Boland,St. Louis Cardinals,899,1134,-235,,0.0,N
Elroy Spivey,Indianapolis Ignition,900,1010,-110,,0.0,N
Schuyler Yamaguchi,Toronto Blue Jays,901,974,-73,,0.0,N
Darien Ramos,Colorado Rockies,902,855,47,Later,3.4356005054539454,Y
Luke Shimmin,Cleveland Indians,903,810,93,Later,3.771647391135002,Y
Skeet Clay,California Angels,904,807,97,Later,3.792483739335286,Y
Ryan McNamara,Texas Rangers,905,1153,-248,,0.0,N
Austin Calhoun,Montreal Expos,906,551,355,Later,4.437465365426015,Y
Galt Kuhl,Las Vegas Knights,907,512,395,Later,4.490707105627241,Y
Didier Twiss,Los Angeles Dodgers,908,443,465,Later,4.572092817062822,Y
Bryan Ruddy,Las Vegas Knights,909,1184,-275,,0.0,N
Mitch Bucher,London Royals,910,322,588,Later,4.689213091825794,Y
Aaron Ward,Houston Astros,911,973,-62,,0.0,N
Trenton De La Cruz,Cincinnati Reds,912,737,175,Later,4.085241997519075,Y
Neil James,San Diego Padres,913,866,47,Later,3.4356005054539454,Y
Efrain Hamilton,Philadelphia Phillies,914,1136,-222,,0.0,N
Luke Bernstein,Boston Red Sox,915,569,346,Later,4.424662389973429,Y
Jake Truong,Washington Nationals,916,889,27,Later,3.166102255087602,Y
George Hammond,Baltimore Orioles,917,968,-51,,0.0,N
Reidel Ruffin,Tampa Bay Rays,918,846,72,Later,3.6452297205741955,Y
Bryce Dinwiddie,Detroit Tigers,919,455,464,Later,4.571018702793678,Y
Gunner Conte,Portland Hops,920,1175,-255,,0.0,N
Aydin Griffin,Chicago Cubs,921,937,-16,Managed Risk,1.5111306094308556,Y
Walt Digman,Chicago White Sox,922,319,603,Later,4.701787098967408,Y
Jack Priest,Milwaukee Brewers,923,616,307,Later,4.3650498914867875,Y
Ledley Poole,Minnesota Twins,924,459,465,Later,4.572092817062822,Y
Vidal Caballero,Seattle Mariners,925,1067,-142,,0.0,N
Kyle McQueeny,San Francisco Giants,926,361,565,Later,4.6692970391015916,Y
Joshua Ford,Oakland Athletics,927,488,439,Later,4.543387363456153,Y
Mack Pennington,New York Yankees,928,788,140,Later,3.974379945189084,Y
Kyrie Malt,Vancouver Cascades,929,747,182,Later,4.104743076420711,Y
Taylor Burns,Arizona Diamondbacks,930,490,440,Later,4.544522437723423,Y
Jackson Jorgensen,New York Mets,931,1181,-250,,0.0,N
Aaron Loomis,Pittsburgh Pirates,932,1118,-186,,0.0,N
Thad Salazar,Memphis Blues,933,804,129,Later,3.933767225227791,Y
Elijah Loyd,Atlanta Braves,934,602,332,Later,4.404071244990222,Y
Blakeley Clifford,St. Louis Cardinals,935,964,-29,Managed Risk,1.269860385419959,Y
Eric Hall,Indianapolis Ignition,936,1108,-172,,0.0,N
Jayden Jones,Toronto Blue Jays,937,1014,-77,,0.0,N
Chris Olvera,Colorado Rockies,938,696,242,Later,4.246530721670274,Y
Jason Levine,Cleveland Indians,939,715,224,Later,4.2080502011022105,Y
Duane Haggard,California Angels,940,702,238,Later,4.2382317759657555,Y
Julino Molina,Texas Rangers,941,961,-20,Managed Risk,1.458303336014054,Y
Tucker Truax,Montreal Expos,942,1138,-196,,0.0,N
Levi McIntosh,Las Vegas Knights,943,420,523,Later,4.630745842160521,Y
Danny Timlin,Los Angeles Dodgers,944,413,531,Later,4.638321744670822,Y
Elijah Reed,Las Vegas Knights,945,606,339,Later,4.414472808805104,Y
Emilio Ramos,London Royals,946,939,7,Later,2.539720770839918,Y
Dean Yu,Houston Astros,947,985,-38,,0.0,N
Elijah Warner,Cincinnati Reds,948,796,152,Later,4.015218960696218,Y
Ian Mahalick,San Diego Padres,949,769,180,Later,4.0992485156329135,Y
Benito Delgado,Philadelphia Phillies,950,472,478,Later,4.5858502987054575,Y
Samuel Wright,Boston Red Sox,951,919,32,Later,3.24825378073324,Y
Sam Piso,Washington Nationals,952,921,31,Later,3.2328679513998635,Y
Steven Pearce,Baltimore Orioles,953,988,-35,Managed Risk,0.9232867951399863,Y
Lee Quintero,Tampa Bay Rays,954,1094,-140,,0.0,N
Carney Fraser,Detroit Tigers,955,594,361,Later,4.445822105912885,Y
T.J. Gartlan,Portland Hops,956,593,363,Later,4.44857693381837,Y
Ron Payne,Chicago Cubs,957,1112,-155,,0.0,N
Justin Lescher,Chicago White Sox,958,419,539,Later,4.64578456977916,Y
Dantrell Evans,Milwaukee Brewers,959,608,351,Later,4.431815587799049,Y
Kurtis Grosjean,Minnesota Twins,960,987,-27,Managed Risk,1.3256462732485115,Y
Hunor Whiteman,Seattle Mariners,961,907,54,Later,3.5036665926162356,Y
William Seifried,San Francisco Giants,962,519,443,Later,4.547912281216112,Y
D.J. España,Oakland Athletics,963,1257,-294,,0.0,N
Joseph Gross,New York Yankees,964,920,44,Later,3.40333124488516,Y
Morgan Ward,Vancouver Cascades,965,1146,-181,,0.0,N
Stephen Akers,Arizona Diamondbacks,966,826,140,Later,3.974379945189084,Y
Nate Pegg,New York Mets,967,946,21,Later,3.045521226679158,Y
David Tumajyan,Pittsburgh Pirates,968,1038,-70,,0.0,N
Britt Mills,Memphis Blues,969,957,12,Later,2.782474678730768,Y
Sonny Rosenthal,Atlanta Braves,970,740,230,Later,4.221208855260897,Y
Jonathan Wiltfong,St. Louis Cardinals,971,933,38,Later,3.331780823064823,Y
Isaac Curtis,Indianapolis Ignition,972,854,118,Later,3.889561746555765,Y
Christian Faircloth,Toronto Blue Jays,973,841,132,Later,3.945174564110877,Y
Paxton Ratliff,Colorado Rockies,974,838,136,Later,3.9599904629140625,Y
Skyler Burton,Cleveland Indians,975,639,336,Later,4.410041465176181,Y
Jeremiah Jennings,California Angels,976,541,435,Later,4.538821121674517,Y
Will Niessner,Texas Rangers,977,1097,-120,,0.0,N
Terry Barton,Montreal Expos,978,1028,-50,,0.0,N
Armando Ovalle,Las Vegas Knights,979,1088,-109,,0.0,N
Sidell Marchand,Los Angeles Dodgers,980,840,140,Later,3.974379945189084,Y
Raudy Sosa,Las Vegas Knights,981,1150,-169,,0.0,N
Jason Miller,London Royals,982,792,190,Later,4.126136714023315,Y
O.C. Craig,Houston Astros,983,908,75,Later,3.6653666701431655,Y
Godrell See,Cincinnati Reds,984,765,219,Later,4.196813773176181,Y
Jason Perry,San Diego Padres,985,906,79,Later,3.6910133173369406,Y
Lou Carter,Philadelphia Phillies,986,683,303,Later,4.358513850703111,Y
Aiden Hunt,Boston Red Sox,987,1078,-91,,0.0,N
Pete McAdie,Washington Nationals,988,972,16,Later,2.916606672028108,Y
Gavin Gainey,Baltimore Orioles,989,1046,-57,,0.0,N
Hudson Lim,Tampa Bay Rays,990,632,358,Later,4.441661194244139,Y
Mark Lee,Detroit Tigers,991,903,88,Later,3.74431818486607,Y
Levi Ford,Portland Hops,992,749,243,Later,4.248584112646601,Y
Tucker Frazer,Chicago Cubs,993,1049,-56,,0.0,N
Donny Ventura,Chicago White Sox,994,1289,-295,,0.0,N
Ayden Marks,Milwaukee Brewers,995,916,79,Later,3.6910133173369406,Y
Phoenix Neitzel,Minnesota Twins,996,1271,-275,,0.0,N
Manny Valencia,Seattle Mariners,997,1173,-176,,0.0,N
Anthony Eaton,San Francisco Giants,998,653,345,Later,4.423219387528862,Y
Clint Wilson,Oakland Athletics,999,1246,-247,,0.0,N
Jandel Contreras,New York Yankees,1000,603,397,Later,4.493226002642219,Y
Jordan Hendricks,Vancouver Cascades,1001,962,39,Later,3.344439727056968,Y
Knox Heidler,Arizona Diamondbacks,1002,184,818,Later,4.854042041926535,Y
Sam Valentin,New York Mets,1003,688,315,Later,4.377871106793457,Y
Zach Nelmark,Pittsburgh Pirates,1004,1120,-116,,0.0,N
Dennard Porter,Memphis Blues,1005,1068,-63,,0.0,N
Jackson Young,Atlanta Braves,1006,969,37,Later,3.318793079863193,Y
Alexander Parris,St. Louis Cardinals,1007,774,233,Later,4.227660557678851,Y
Stephan Rafus,Indianapolis Ignition,1008,843,165,Later,4.055993894178272,Y
Rob Tomkins,Toronto Blue Jays,1009,880,129,Later,3.933767225227791,Y
Jack Ramsey,Colorado Rockies,1010,735,275,Later,4.310200432858575,Y
Trent Ray,Cleveland Indians,1011,725,286,Later,4.32974110787981,Y
Houston Lyons,California Angels,1012,237,775,Later,4.8270762600916095,Y
Nomar San Martin,Texas Rangers,1013,869,144,Later,3.988366871210287,Y
Titan Spence,Montreal Expos,1014,812,202,Later,4.156602989520893,Y
Dirk Travis,Las Vegas Knights,1015,634,381,Later,4.472710304303288,Y
Avery Forrest,Los Angeles Dodgers,1016,1130,-114,,0.0,N
