ID,Name,Pos,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Signability,Demand,Prone,Acc,Ovr,Pot
94550,"Jim McDowell",CF,17,193,R,R,25,30,25,25,25,25,25,30,25,25,25,25,25,30,25,25,25,25,50,65,50,50,55,45,45,40,55,35,55,50,65,20,25,20,0,0,25,0,0,0,25,30,25,0,0,60,0,0,0,65,40,60,60,45,45,50,55,25,20,20,20,35,20,20,20,20,30,20,20,20,20,35,20,20,35,35,35,25,80-83,42,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,550000,Durable,H,25,45
94482,"Dustin McFaddin",SP,17,191,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,30,20,25,30,25,45,20,40,35,40,25,25,25,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,20,30,75,20,25,25,20,40,20,25,25,20,40,20,25,25,20,40,20,40,45,45,45,40,88-90,50,55,75,30,25,0,0,0,25,0,0,0,0,0,0,40,45,0,0,0,45,0,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,H,20,35
94622,"John McFeron",C,17,195,R,R,25,20,20,25,25,25,25,20,20,25,20,25,25,25,25,25,25,25,45,40,45,50,40,45,25,25,40,30,45,40,45,50,35,50,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,30,25,25,20,55,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,87-89,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,L,N,H,H,0,Normal,H,20,40
97297,"Tim McGehee",SP,17,189,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,35,30,25,20,25,20,30,20,35,40,35,20,20,20,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,25,20,20,20,70,25,30,25,20,45,25,30,25,20,45,25,25,20,20,40,25,40,40,40,45,45,89-91,43,50,35,30,0,0,0,30,20,0,0,0,0,0,0,45,0,0,0,45,45,0,0,0,0,0,0,L,H,N,N,N,H,0,Durable,H,20,35
96023,"Mickey McHaney",1B,17,187,L,L,20,20,25,20,20,25,20,20,25,20,20,25,20,20,25,20,20,25,50,45,55,45,50,50,35,40,30,20,35,35,35,20,20,20,0,0,30,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,20,20,25,25,20,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,25,25,25,25,89-91,47,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N,I,-1,Normal,H,25,45
94532,"Greyson McIndoe",CF,17,198,L,L,25,30,25,25,25,25,25,30,25,25,25,25,25,30,25,25,20,25,50,75,55,50,50,45,40,30,25,20,60,45,45,25,20,25,0,0,0,0,0,0,20,30,25,0,0,0,0,0,0,65,45,55,65,40,35,30,75,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,89-91,50,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,N,N,N,EH,550000,Normal,VH,25,50
95939,"Nick McIndoe",CL,21,186,S,R,20,20,30,20,20,20,20,20,30,20,20,20,20,20,30,20,20,20,25,20,35,20,25,20,40,35,45,25,55,45,55,25,25,30,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,20,25,20,25,25,25,50,40,40,50,40,50,40,40,50,40,50,40,40,50,40,80,50,50,50,50,94-96,51,25,40,0,0,55,0,0,50,0,0,0,0,0,0,0,0,75,0,0,70,0,0,0,0,0,0,N,N,N,L,H,N,0,Normal,H,35,70
97306,"Danny McIntire",RP,17,194,L,L,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,25,30,40,45,20,30,30,25,40,20,40,35,40,20,25,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,25,20,35,40,25,30,20,20,45,25,30,20,20,45,25,35,25,20,50,25,55,40,40,45,45,90-92,45,45,60,35,0,0,0,25,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,N,N,H,L,L,H,0,Normal,H,25,40
94757,"Jonathan McKane",SP,18,187,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,30,20,30,30,30,60,25,40,40,55,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,25,20,35,55,20,20,25,20,45,20,20,25,20,45,20,20,30,20,45,20,45,45,40,50,40,90-92,51,65,50,30,0,0,20,0,20,20,0,0,0,0,0,55,0,0,40,0,45,55,0,0,0,0,0,N,N,N,H,N,H,0,Normal,H,20,40
94668,"Billy McKemy",RF,17,190,L,L,25,20,20,25,30,25,25,20,20,25,30,25,25,20,20,25,30,25,50,45,35,50,55,45,25,25,25,20,50,35,35,20,20,20,0,0,0,0,0,0,20,0,25,0,0,0,0,0,0,45,0,35,50,40,35,35,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,85-87,56,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,H,L,H,N,N,0,Normal,H,25,40
94711,"Bob McKenzie",SP,17,194,S,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,35,30,20,40,20,40,25,25,40,25,50,40,45,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,25,20,30,60,25,20,20,20,45,20,20,20,20,40,20,20,20,20,45,20,40,45,45,45,40,89-91,46,50,30,30,0,0,0,0,20,20,0,0,0,0,0,45,0,0,0,0,45,45,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,H,20,35
94769,"Nate McKeown",SP,19,186,R,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,25,25,45,20,25,30,40,45,20,45,50,40,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,20,20,20,75,25,30,30,25,40,20,30,35,30,45,20,30,30,25,35,20,45,50,50,45,40,88-90,53,50,20,30,30,0,0,30,20,0,0,0,0,0,0,45,50,0,0,45,35,0,0,0,0,0,0,L,N,N,N,H,EH,0,Normal,H,25,40
94658,"Ethan McKibben",RP,18,191,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,25,20,30,30,25,40,25,50,45,50,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,20,30,75,25,30,20,20,40,20,30,20,20,40,20,30,20,20,40,20,40,40,40,40,45,88-90,43,35,75,30,0,0,25,0,25,0,0,0,0,0,0,40,0,0,45,0,45,0,0,0,0,0,0,N,N,N,L,N,EH,0,Normal,H,20,35
97311,"Chris McLeish",SP,18,187,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,30,30,20,30,35,25,45,20,35,35,40,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,20,70,25,30,30,30,45,30,35,35,30,45,30,30,30,25,40,30,50,45,45,50,55,90-92,51,50,35,35,30,0,0,30,30,0,0,0,0,0,0,50,55,0,0,55,50,0,0,0,0,0,0,L,L,N,N,N,EH,650000,Normal,VH,25,50
94645,"Ed McMartin",CF,18,186,L,R,25,25,20,20,25,25,25,25,20,20,25,25,25,25,20,20,25,25,55,55,45,45,65,50,35,30,35,30,65,50,45,20,20,20,0,0,0,0,0,0,30,35,25,0,0,0,0,0,0,70,55,60,45,40,55,40,55,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,89-91,53,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H,EH,0,Normal,H,20,45
97357,"Kent Meadows",SP,20,184,R,R,25,20,20,30,20,25,25,20,20,30,20,25,25,20,20,30,20,25,30,25,25,40,20,40,30,25,45,20,50,45,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,20,25,50,20,35,35,35,45,30,40,40,35,50,35,35,35,30,45,30,45,45,45,45,45,91-93,52,60,35,40,35,0,0,35,35,0,0,0,20,0,0,45,45,0,0,45,50,0,0,0,35,0,0,N,N,L,N,N,VE,0,Fragile,H,30,40
97281,"Maurice Meadows",SP,21,187,S,R,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,30,25,20,25,30,30,25,35,25,30,60,50,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,25,20,75,25,35,30,25,45,35,35,30,25,50,35,35,30,25,45,35,45,40,35,45,45,92-94,48,60,45,40,35,0,30,0,20,30,0,0,0,0,0,50,45,0,50,0,45,45,0,0,0,0,0,N,N,N,N,N,E,0,Normal,H,30,40
97383,"Jonathan Meckstroth",1B,21,188,R,R,45,40,40,35,45,45,45,40,40,35,45,45,45,40,40,35,45,45,65,45,55,40,65,55,30,40,50,40,35,35,50,20,20,20,0,0,40,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,25,25,25,25,35,20,20,20,20,30,20,20,20,20,25,20,20,20,20,30,20,20,20,20,30,25,87-89,45,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,0,Normal,A,35,55
87915,"Jonathan Mehl",RP,21,184,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,35,30,35,40,30,35,30,40,25,40,30,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,20,35,30,20,30,25,40,25,20,30,25,45,25,20,30,20,40,25,30,45,45,40,30,98-100,48,25,45,45,0,0,0,40,0,0,25,0,0,0,0,45,0,0,0,45,0,0,40,0,0,0,0,N,H,N,N,L,VE,0,Normal,H,25,30
90919,"Rich Mejia",C,21,186,L,R,25,25,20,30,25,25,25,25,20,30,25,25,25,20,20,25,20,25,45,40,35,50,45,45,50,45,35,25,30,40,45,40,45,30,0,25,30,0,0,0,0,0,0,0,30,65,0,0,0,0,0,0,25,20,20,20,40,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,25,85-87,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,VE,0,Normal,VH,20,35
94810,"Jose Melendez",CF,17,192,L,L,25,25,25,25,25,25,25,25,25,25,30,25,25,25,25,20,25,25,50,45,50,35,50,45,25,30,30,20,60,50,40,25,25,25,0,0,0,0,0,0,20,30,20,0,0,0,0,0,0,60,40,50,60,50,40,50,40,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,89-91,43,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,EH,0,Durable,VH,25,40
97283,"Jason Mello",RP,22,176,R,L,25,20,20,20,25,30,25,20,20,20,25,30,25,20,20,20,25,30,30,25,25,20,30,35,35,30,50,20,45,45,50,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,20,25,20,50,20,60,45,40,50,20,55,40,40,50,20,75,45,45,55,20,80,50,50,50,25,94-96,53,30,80,65,0,0,0,65,0,0,0,0,0,0,0,80,0,0,0,75,0,0,0,0,0,0,0,N,N,N,N,N,E,0,Normal,A,35,50
94765,"Doug Melton",RF,18,197,R,R,30,25,25,30,30,30,30,25,25,30,30,30,30,25,25,30,30,30,60,50,45,45,65,55,35,30,35,25,45,40,50,20,20,20,0,0,20,0,0,0,20,0,30,0,0,45,0,0,0,45,0,40,35,35,40,30,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,89-91,46,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,H,25,50
94549,"Juan Mendoza",C,18,186,L,R,25,25,30,30,20,30,25,25,30,30,20,30,25,25,30,30,20,30,45,50,80,70,35,55,35,25,45,25,45,40,45,45,50,45,0,25,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,30,25,20,20,35,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,35,25,25,89-91,45,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,N,I,-1,Durable,H,20,70
94809,"Chris Merchant",SP,18,187,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,20,20,30,25,30,30,25,45,20,40,35,45,25,25,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,25,30,70,25,20,25,20,45,25,20,25,20,45,25,20,25,20,40,25,40,50,50,45,40,87-89,47,45,70,25,20,20,0,0,20,0,0,0,0,0,0,40,40,40,0,0,45,0,0,0,0,0,0,L,N,H,N,N,EH,0,Normal,H,20,35
95844,"Sean Mercier",CL,17,192,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,30,35,25,30,30,25,60,30,30,35,40,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,35,30,20,20,60,25,30,30,25,45,25,35,30,25,45,25,30,30,25,45,25,70,50,55,45,45,93-95,51,35,40,40,0,0,25,0,0,0,0,0,0,0,0,75,0,0,80,0,0,0,0,0,0,0,0,N,N,N,N,N,N,0,Normal,H,25,60
94557,"Jason Merrill",SP,18,184,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,35,35,20,20,30,25,60,20,30,35,50,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,20,20,60,20,20,30,25,45,20,20,30,25,45,20,20,30,25,40,20,45,50,50,50,45,92-94,51,50,60,30,0,25,0,30,20,0,0,0,0,0,0,45,0,50,0,55,45,0,0,0,0,0,0,N,N,N,N,N,I,-1,Normal,H,20,45
96019,"Chris Meyer",SP,18,181,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,30,35,30,35,35,25,70,25,40,45,55,25,25,25,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,40,30,20,35,45,25,35,35,30,45,25,35,35,30,45,25,35,35,30,45,25,55,55,60,50,50,95-97,54,50,30,45,0,0,0,0,0,30,0,0,0,0,0,80,0,0,0,0,0,70,0,0,0,0,0,H,N,H,N,N,EH,0,Normal,VH,25,60
87867,"James Michaels",SP,22,203,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,35,35,35,35,30,30,25,55,20,20,45,30,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,20,25,50,25,30,30,30,40,30,30,30,30,40,30,30,30,25,40,30,35,40,40,40,40,90-92,50,50,70,0,0,30,30,30,20,30,0,0,0,0,0,0,0,40,40,35,35,40,0,0,0,0,0,H,N,H,L,L,VE,0,Normal,H,25,35
97398,"Jeff Michielli",C,22,183,R,R,45,40,25,35,45,45,45,40,25,35,45,45,45,40,25,35,45,45,55,50,30,45,60,55,45,25,50,40,35,50,50,55,35,60,0,45,40,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,30,35,35,35,50,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,83-85,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,0,Normal,VH,30,45
95870,"Marty Milberger",LF,18,185,R,R,35,40,30,40,35,35,35,40,30,40,35,35,35,40,30,40,35,35,60,80,75,80,50,65,30,30,40,25,50,50,45,20,20,20,0,0,0,0,0,0,30,0,20,0,0,0,0,0,0,50,0,45,40,45,55,60,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,35,20,25,87-89,48,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,EH,8500000,Normal,H,30,80
97300,"Kirk Miller",SP,22,182,R,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,25,25,30,30,35,25,20,25,25,40,25,40,40,40,20,25,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,20,25,20,65,20,35,35,30,45,30,35,35,30,45,30,35,35,30,45,30,45,40,40,45,40,91-93,46,60,55,40,35,35,35,0,35,0,0,0,0,0,0,45,45,45,50,0,45,0,0,0,0,0,0,N,N,H,N,N,VE,0,Durable,H,30,35
94581,"Matt Mills",CF,17,186,L,L,25,25,20,25,30,20,25,25,20,25,30,20,25,25,20,25,30,20,65,50,40,50,75,50,30,25,60,20,55,40,65,25,20,25,0,0,0,0,0,0,25,25,25,0,0,0,0,0,0,60,40,55,40,40,50,55,55,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,25,88-90,56,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,L,N,H,H,0,Normal,H,25,50
91035,"Doug Milne",SP,20,192,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,35,30,25,30,40,35,25,30,30,25,30,25,55,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,35,30,25,30,35,25,35,30,25,45,30,35,30,25,45,30,35,30,25,45,30,45,35,35,45,45,92-94,51,70,45,40,30,0,20,0,20,0,0,0,0,0,0,50,45,0,30,0,40,0,0,0,0,0,0,N,N,N,L,N,N,0,Normal,VH,25,35
87732,"Nick Miner",RP,22,194,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,25,50,35,25,40,25,40,20,40,35,35,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,35,35,25,20,35,20,35,35,30,40,20,40,35,35,45,20,35,35,30,40,20,45,45,45,40,30,94-96,56,25,45,45,0,0,0,30,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,L,H,N,N,N,VE,0,Normal,H,25,30
94806,"Teodosio Minter",SP,18,194,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,25,35,25,25,30,30,45,30,45,35,50,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,25,30,65,20,40,35,30,50,20,40,35,30,50,20,40,35,30,50,20,80,60,65,50,35,96-98,58,65,55,45,35,40,0,0,0,0,0,0,0,0,0,80,75,80,0,0,0,0,0,0,0,0,0,H,H,N,H,L,EH,1000000,Normal,H,30,80
94719,"Chris Mion",2B,18,184,R,R,20,25,30,25,20,25,20,25,30,25,20,25,20,25,30,25,20,25,45,45,55,50,25,55,55,45,65,30,40,35,55,30,25,25,0,0,0,30,20,0,20,0,0,0,0,0,40,50,0,40,0,0,55,60,45,45,35,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,89-91,50,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,0,Normal,H,20,40
89184,"Miguel Miracola",RP,22,191,S,R,20,20,20,25,20,25,20,20,20,25,20,25,20,20,20,25,20,25,40,40,20,40,40,45,30,35,50,20,30,25,35,20,25,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,25,25,25,30,20,40,35,30,45,20,40,35,30,45,20,40,35,35,45,20,55,45,45,45,35,97-99,52,35,60,0,0,40,25,0,0,30,0,0,0,0,0,0,0,70,65,0,0,35,0,0,0,0,0,N,N,N,N,N,VE,0,Normal,VH,30,35
94736,"Danny Miralles",SP,17,187,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,30,35,25,30,40,25,60,25,55,50,55,20,20,25,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,25,20,25,45,25,30,35,30,50,20,30,35,30,50,20,30,35,30,50,20,60,65,65,55,50,92-94,59,55,80,0,0,30,30,35,20,0,0,0,0,0,0,0,0,75,65,75,40,0,0,0,0,0,0,H,H,L,H,N,EH,7500000,Normal,VH,25,75
95843,"Rick Moats",C,21,183,S,R,40,35,25,25,45,35,40,35,25,25,45,35,40,40,25,25,45,35,50,45,30,30,55,45,35,55,50,40,45,45,50,45,40,50,0,35,0,0,0,0,30,0,25,0,40,0,0,0,0,45,0,40,35,25,20,20,55,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,86-88,45,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,0,Normal,H,25,35
95961,"Jason Mohan",SP,17,182,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,30,30,30,20,30,30,55,20,35,35,40,20,25,25,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,20,20,50,25,30,35,30,45,20,30,35,30,45,20,30,35,30,45,20,55,55,55,50,45,91-93,60,35,30,35,0,30,0,35,0,0,0,0,0,0,0,60,0,45,0,70,0,0,0,0,0,0,0,N,H,N,H,H,H,0,Normal,H,25,50
94618,"Rich Monin",SP,18,189,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,30,25,25,25,35,35,65,20,40,45,50,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,30,25,20,25,45,25,25,30,25,40,20,25,30,25,45,20,25,30,25,45,20,50,50,50,45,40,89-91,50,60,65,35,0,0,0,0,20,20,0,0,0,0,0,55,0,0,0,0,65,40,0,0,0,0,0,N,H,L,H,N,EH,550000,Durable,H,20,45
97282,"Clark Monopoli",C,20,184,R,R,40,40,40,40,40,35,40,40,40,40,40,35,35,40,40,40,40,35,45,50,55,55,45,50,30,35,50,35,50,50,55,65,50,50,0,45,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,45,40,50,40,45,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,87-89,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,E,0,Normal,A,35,50
96048,"Ivan Montoya",3B,21,183,R,R,45,40,40,45,45,45,45,40,40,45,45,45,45,40,40,45,45,45,50,50,45,55,55,50,55,45,65,45,60,50,50,25,25,30,0,0,25,25,45,0,0,0,0,0,0,65,45,50,0,0,0,0,30,30,30,45,50,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,25,86-88,37,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,E,0,Normal,H,35,45
89475,"Chris Moore",C,20,186,R,R,30,25,20,25,25,30,30,25,20,25,25,30,30,25,25,25,25,30,45,30,30,45,45,45,25,30,50,25,20,25,50,60,45,60,0,30,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,30,25,25,20,55,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,20,30,25,85-87,48,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,H,N,E,0,Normal,H,25,35
94602,"Jason Moore",1B,17,188,R,R,25,25,30,25,25,25,25,25,30,20,25,25,25,25,30,25,30,25,55,50,60,45,55,50,30,35,25,25,55,45,40,20,20,20,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,45,35,35,40,60,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,88-90,41,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,E,0,Normal,H,25,55
94673,"Jim Moore",SP,18,185,L,L,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,20,20,20,20,20,30,45,20,25,30,30,50,20,45,45,45,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,35,25,20,20,35,20,20,30,25,45,30,20,30,25,45,30,20,30,25,45,30,40,50,50,50,75,85-87,55,55,50,25,0,25,0,0,20,0,0,0,0,0,0,35,0,45,0,0,50,0,0,0,0,0,0,N,H,N,N,H,EH,0,Normal,H,20,45
94642,"Keith Moore",2B,18,180,R,R,25,25,25,20,25,25,25,25,25,20,25,25,25,25,25,20,25,25,50,45,40,45,45,50,50,45,25,30,40,40,45,20,25,25,0,0,0,25,0,0,0,0,0,0,0,0,35,0,0,0,0,0,40,35,45,35,50,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,88-90,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,Normal,VH,25,35
89767,"Bryce Moormann",SP,20,193,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,35,25,40,30,20,25,25,45,20,25,25,50,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,25,25,25,75,20,30,25,20,45,20,30,25,20,40,20,30,25,20,45,20,45,45,40,45,40,91-93,44,45,55,35,30,0,25,25,20,0,0,0,0,0,0,45,45,0,30,25,45,0,0,0,0,0,0,H,N,H,L,L,N,0,Normal,H,20,35
94545,"Daniel Moosbrugger",SP,18,189,L,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,35,20,30,30,25,55,30,45,45,45,25,30,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,20,30,40,20,25,30,25,40,25,25,30,25,45,25,25,30,25,40,25,40,45,45,45,55,89-91,52,60,30,30,0,25,0,0,20,0,0,0,0,0,0,40,0,40,0,0,40,0,0,0,0,0,0,N,N,N,L,N,EH,0,Normal,H,20,40
89337,"Juan Mora",SP,21,183,S,R,25,20,20,20,25,25,25,20,20,20,20,25,25,20,20,20,25,25,45,30,20,35,45,45,30,25,40,20,30,25,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,25,55,25,35,30,30,45,20,35,30,30,45,20,35,30,30,45,20,40,45,45,45,20,93-95,54,60,65,40,0,0,30,40,25,0,0,0,0,0,0,45,0,0,45,45,45,0,0,0,0,0,0,N,N,N,H,N,VE,0,Normal,H,20,30
