ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Acc,Ovr,Pot
56986,"J.D. Waldron",SP,208,224,1,4,21,191,R,R,30,20,20,25,30,30,30,20,20,25,30,30,30,25,25,25,35,30,40,30,25,30,40,45,30,25,45,35,25,20,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,25,20,20,50,25,40,35,35,40,35,40,35,35,45,35,35,35,35,40,35,40,50,50,40,45,94-96,53,70,45,45,40,0,0,0,25,0,0,0,0,0,0,45,45,0,0,0,45,0,0,0,0,0,0,N,N,H,L,L,VH,30,40
56987,"David Mirabal",1B,204,55,14,2,22,190,R,R,50,50,40,45,45,50,45,50,40,45,45,50,50,55,45,50,50,55,50,50,50,45,50,55,75,70,65,75,20,55,60,20,20,20,0,0,75,80,75,75,0,0,0,0,0,80,80,75,75,0,0,0,50,45,35,40,35,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,25,30,20,83-85,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,L,N,N,VH,40,45
56988,"Kevin Cox",C,211,247,25,4,22,201,R,R,40,40,40,30,40,45,40,40,40,30,40,40,45,40,40,35,40,45,45,40,45,35,40,50,30,35,40,25,35,25,45,60,50,60,0,40,35,0,0,0,0,0,0,0,55,45,0,0,0,0,0,0,20,20,20,20,55,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,20,84-86,45,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,H,L,L,VH,35,35
56989,"Billy Post",3B,205,60,19,3,22,199,R,R,45,40,40,40,45,50,45,40,40,35,45,50,50,45,45,40,45,50,60,50,50,45,65,55,45,45,60,35,45,50,55,20,20,20,0,0,0,0,40,0,0,0,40,0,0,0,0,40,0,0,0,45,30,30,30,25,50,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,20,80-83,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,L,VH,35,50
56990,"Rodolfo Flores",SP,204,59,1,2,22,198,R,R,25,20,20,20,25,25,25,20,20,20,25,25,25,20,20,25,25,25,40,35,25,40,40,40,35,35,50,45,35,25,30,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,20,20,20,20,40,25,40,40,35,45,35,40,40,35,45,35,40,40,35,45,35,50,50,50,45,60,91-93,60,45,75,45,40,40,0,0,30,0,0,0,0,0,0,50,55,55,0,0,35,0,0,0,0,0,0,N,H,L,N,N,H,35,50
56991,"Eddie Lewis",LF,217,102,30,6,21,195,S,R,35,40,30,35,35,40,35,40,30,35,35,40,40,40,30,35,40,40,60,55,35,50,65,55,35,30,30,30,45,50,45,20,20,20,0,0,50,0,0,0,35,0,0,0,0,50,0,0,0,45,0,0,30,30,30,30,45,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,80-83,35,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,N,H,30,40
56992,"Donte Queen",RP,212,240,8,4,22,188,R,R,25,25,20,25,25,30,25,25,20,20,20,30,30,25,20,25,25,30,40,35,25,40,40,40,25,20,35,20,25,25,20,20,20,20,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,25,25,25,35,20,40,35,35,40,35,40,35,35,40,35,40,35,35,40,35,50,45,45,40,45,92-94,54,35,60,45,0,35,35,0,30,0,0,0,0,0,0,55,0,35,45,0,55,0,0,0,0,0,0,N,N,N,H,N,H,30,35
56993,"Valke Bossink",SP,204,58,25,2,23,184,S,R,20,25,20,30,20,20,25,25,20,30,25,25,20,20,20,25,20,20,25,30,25,35,30,20,30,30,40,25,35,25,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,20,40,25,45,45,45,45,45,45,45,45,50,45,45,45,45,45,45,45,45,45,45,50,93-95,66,45,40,45,50,0,0,40,30,45,0,0,0,0,0,50,50,0,0,40,45,45,0,0,0,0,0,N,N,N,N,H,VH,40,40
56994,"Jesus Esparza",3B,210,200,15,4,23,177,L,R,35,30,30,30,40,35,35,30,30,30,40,35,30,30,25,25,35,30,35,30,30,30,40,35,45,50,60,50,45,30,55,20,20,20,0,0,0,40,50,30,0,0,0,0,0,0,40,50,35,0,0,0,45,55,55,60,55,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,20,80-83,56,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,VH,25,25
56995,"Jorge Vargas",3B,0,0,0,0,23,191,R,R,40,35,25,40,40,35,40,35,25,40,40,35,40,35,25,40,40,35,45,40,30,40,50,40,40,35,45,40,30,25,60,20,20,20,0,0,20,0,25,0,0,0,0,0,0,55,0,25,0,0,0,0,35,25,30,30,20,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,20,30,20,84-86,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N,VH,30,30
56997,"Jochen Veldhuisen",SP,0,0,0,0,23,196,R,R,30,25,20,20,30,25,30,25,20,20,30,25,30,30,20,25,35,30,40,30,20,30,40,35,30,25,45,30,30,40,30,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,25,20,25,70,25,40,35,30,40,30,40,35,30,40,30,40,35,30,40,30,40,35,35,40,30,93-95,49,35,70,45,40,0,35,0,25,0,0,0,0,0,0,45,45,0,40,0,40,0,0,0,0,0,0,N,H,N,N,N,VH,30,30
56998,"Jorge Constanza",SP,0,0,0,0,23,188,L,R,35,30,25,35,35,35,35,30,30,35,35,35,30,25,25,35,30,35,40,30,30,45,40,45,30,25,45,25,35,25,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,25,25,50,25,35,40,40,40,40,35,40,40,40,40,35,40,40,35,35,40,40,45,40,40,92-94,61,55,80,45,35,0,0,0,25,0,0,0,0,0,0,50,35,0,0,0,45,0,0,0,0,0,0,N,N,H,H,N,VH,30,35
56999,"Jorge Portales",RP,206,78,7,3,23,196,R,R,25,20,20,30,25,30,25,20,20,30,25,25,25,20,20,30,25,30,40,35,25,45,40,45,30,45,35,25,25,25,25,20,20,25,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,25,20,20,65,30,35,30,30,35,30,35,30,30,35,30,35,30,30,35,30,45,40,40,35,35,94-96,51,40,55,45,0,35,35,0,25,0,0,0,0,0,0,45,0,40,35,0,35,0,0,0,0,0,0,N,N,N,N,N,H,30,30
57000,"Jesus Pomar",SP,0,0,0,0,23,187,R,L,30,30,20,25,30,30,30,30,20,25,30,30,30,30,20,30,30,30,40,35,25,35,40,40,30,35,45,20,35,30,35,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,20,20,20,50,20,35,25,20,35,20,35,25,20,35,20,40,30,20,40,20,45,35,35,35,20,93-95,43,40,55,40,35,0,0,40,25,0,0,20,0,0,0,45,45,0,0,45,40,0,0,45,0,0,0,L,N,N,N,N,VH,20,25
57002,"Juan Nieto",CF,208,225,29,4,23,184,R,R,35,35,35,25,40,35,35,35,35,25,40,35,40,35,35,25,40,35,45,40,45,30,50,40,30,25,30,25,50,45,40,20,20,20,0,0,0,0,0,0,45,25,35,0,0,0,0,0,0,50,25,40,45,40,35,35,30,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,25,20,35,25,83-85,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,L,A,25,30
57004,"Lupe Aceves",SP,0,0,0,0,23,185,L,L,25,30,30,30,30,20,25,30,30,35,30,20,25,30,25,30,25,20,25,35,30,35,30,20,30,25,50,20,40,30,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,20,20,50,25,40,35,40,35,30,40,35,35,35,30,45,40,40,40,30,45,40,40,35,30,92-94,48,50,70,40,40,0,40,45,40,40,0,0,0,0,0,40,45,0,40,45,45,45,0,0,0,0,0,H,N,N,N,H,VH,30,30
57005,"Vincent Salvivar",C,203,41,3,2,23,190,R,R,45,45,45,35,45,40,45,40,45,35,45,40,45,45,45,35,45,40,55,45,50,40,60,50,35,35,50,35,30,25,50,55,60,60,0,50,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,20,25,30,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,20,84-86,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N,VH,35,45
57006,"Luis Romero",SP,209,88,5,4,24,197,R,R,30,30,25,25,30,30,30,30,25,25,30,30,30,30,25,25,30,30,45,35,25,35,40,45,25,25,35,20,25,25,40,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,20,20,35,65,25,40,40,40,50,45,40,40,40,50,45,40,40,40,50,45,50,50,50,50,55,93-95,51,50,30,45,0,0,35,0,35,45,0,0,0,0,0,55,0,0,65,0,60,65,0,0,0,0,0,N,N,N,H,N,VH,35,50
57007,"Gui-fan Meng",RP,0,0,0,0,23,190,R,R,25,20,25,25,25,25,25,20,20,25,25,25,25,25,25,25,30,25,30,30,30,35,35,25,40,30,40,25,30,25,35,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,20,20,65,25,35,35,35,35,30,35,35,35,35,30,35,35,35,35,30,40,35,40,35,35,92-94,50,25,50,45,0,0,0,0,30,0,0,0,25,0,0,45,0,0,0,0,35,0,0,0,35,0,0,H,N,H,L,H,VH,30,30
57008,"Jorge Anguiano",RP,209,212,18,4,24,180,R,R,35,30,20,35,40,35,35,30,20,35,40,35,35,30,20,35,40,35,35,30,20,40,40,35,30,25,60,25,25,35,40,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,40,30,20,35,75,30,45,45,50,40,45,45,50,50,45,50,40,45,45,35,45,45,45,50,40,50,93-95,57,60,50,45,30,40,0,40,35,0,0,0,0,0,0,45,40,40,0,40,35,0,0,0,0,0,0,L,L,H,N,L,VH,40,40
57009,"Nicolaas van der Weij",RP,0,0,0,0,23,188,L,L,35,30,25,30,35,40,35,30,25,30,35,40,35,25,25,25,30,35,40,35,25,35,40,40,30,30,45,20,35,30,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,35,35,35,45,70,25,40,30,30,35,20,40,30,30,35,20,45,30,30,35,20,45,35,35,35,20,93-95,41,30,60,50,0,0,0,0,35,30,0,0,0,0,0,50,0,0,0,0,50,30,0,0,0,0,0,N,N,H,N,N,VH,30,30
57010,"Nelson Cabezas",CF,0,0,0,0,23,195,L,L,45,35,45,30,45,50,45,35,45,30,45,50,40,35,40,30,40,45,45,35,45,30,45,50,45,35,40,20,55,35,50,20,20,20,0,0,0,0,0,0,45,35,45,0,0,0,0,0,0,60,40,50,70,40,30,25,45,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,20,80-83,51,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,35,35
57011,"Arturo Natal",LF,209,214,12,4,24,198,R,R,35,35,30,35,45,30,35,35,30,35,45,30,35,40,30,40,45,30,40,40,30,40,45,30,30,30,50,25,40,50,35,20,20,20,0,0,20,0,0,0,30,0,0,0,0,40,0,0,0,35,0,0,25,30,30,20,35,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,20,83-85,46,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N,VH,30,30
57013,"David Rojas",RP,202,10,10,1,24,204,R,R,35,30,25,40,35,30,35,30,25,40,35,30,35,30,30,40,40,30,35,30,25,40,40,35,35,30,45,25,25,35,45,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,40,30,30,40,60,20,45,45,40,50,45,45,45,40,50,45,45,45,40,50,45,50,45,45,50,50,95-97,41,55,50,50,45,0,45,0,30,0,0,0,0,0,0,55,55,0,65,0,55,0,0,0,0,0,0,N,N,H,L,L,VH,40,45
57014,"Luis Ayala",SP,0,0,0,0,23,192,R,R,30,25,20,25,30,35,30,25,20,25,30,35,30,25,20,25,30,35,40,30,25,30,40,45,30,30,55,20,30,30,40,20,20,20,45,0,20,0,0,0,0,0,0,45,0,40,0,0,0,0,0,0,30,30,20,25,70,30,30,35,35,40,35,30,40,40,40,35,30,35,35,35,35,35,40,40,40,40,91-93,53,40,50,35,35,0,0,0,25,0,25,0,0,0,0,40,35,0,0,0,30,0,35,0,0,0,0,N,N,N,N,N,VH,30,30
57015,"Juan Escudero",SP,210,206,26,4,23,194,R,R,30,25,25,30,30,30,30,25,25,30,30,30,30,25,30,30,30,30,35,30,30,35,40,35,25,25,45,20,25,30,25,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,30,25,25,20,55,20,35,40,35,40,35,40,40,40,40,35,35,35,35,40,35,45,40,40,40,40,92-94,51,50,60,45,35,0,25,0,0,0,0,0,0,0,0,50,45,0,45,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,30,35
57016,"Santiago Mendoza",SS,203,49,16,2,23,185,S,R,55,45,40,40,60,55,55,45,40,40,55,50,65,45,45,45,70,55,55,45,45,45,60,55,55,65,50,50,30,55,40,20,20,20,0,0,0,55,50,45,0,0,0,0,0,0,55,50,45,0,0,0,45,40,35,40,40,20,20,25,20,30,20,20,25,20,30,20,20,25,20,30,20,20,25,25,30,20,80-83,57,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,L,N,N,VH,40,45
57017,"Luis Ferrer",C,204,54,23,2,23,182,L,R,50,45,35,50,50,50,50,45,40,55,55,50,50,40,35,50,45,50,50,45,35,50,50,50,30,40,35,25,40,40,40,45,40,60,0,35,0,0,0,0,0,0,25,0,45,0,0,0,0,0,0,30,40,35,30,20,45,25,20,25,25,30,20,20,25,25,30,20,20,25,25,30,20,20,30,30,30,20,84-86,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,N,VH,40,40
57018,"Jesus Cotto",SP,210,200,15,4,23,196,R,R,30,25,20,25,30,30,25,25,20,25,25,30,30,25,20,30,30,30,40,35,25,35,40,40,25,20,50,25,35,45,35,20,20,25,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,25,20,30,55,20,40,35,35,45,30,40,35,35,45,30,35,35,30,40,30,45,45,45,45,35,92-94,44,45,60,45,40,0,25,0,0,0,0,0,0,0,0,50,50,0,55,0,0,0,0,0,0,0,0,H,N,N,H,N,VH,30,35
57019,"Jin-ho Kim",RP,0,0,0,0,23,188,L,L,30,25,20,25,30,30,30,25,20,30,30,30,25,25,20,25,30,30,40,30,25,35,40,35,30,30,55,20,25,30,35,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,30,30,35,40,25,40,40,40,35,35,40,40,40,35,35,45,40,40,40,35,45,40,40,35,40,93-95,58,25,65,45,0,0,0,0,30,40,0,0,0,0,0,45,0,0,0,0,45,45,0,0,0,0,0,N,N,N,H,H,VH,35,35
57020,"Albert Corcuera",RP,205,61,9,3,23,200,R,R,25,30,20,30,30,25,25,30,20,25,30,25,25,30,20,30,30,25,35,35,25,35,40,30,30,35,40,20,45,30,40,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,20,60,25,50,45,45,45,40,55,45,45,45,40,45,40,45,40,40,50,45,45,45,40,95-97,56,30,30,60,50,0,0,0,30,0,0,0,0,0,0,60,55,0,0,0,45,0,0,0,0,0,0,N,N,N,L,N,VH,35,35
57021,"Fidel Romero",LF,204,53,28,2,24,200,L,L,45,50,50,40,45,45,45,50,50,40,45,45,40,50,45,40,40,45,45,50,50,40,45,45,30,30,55,20,55,40,65,20,20,20,0,0,0,0,0,0,65,40,55,0,0,0,0,0,0,65,45,60,55,40,30,60,70,20,20,25,25,30,20,20,25,25,30,20,20,25,25,30,20,20,30,30,30,20,80-83,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,VH,40,40
57022,"Jesus Cucalon",RP,208,224,1,4,23,202,L,L,35,30,20,30,35,35,35,30,20,30,35,35,35,30,20,30,35,35,40,30,20,30,40,40,30,30,50,20,35,40,30,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,20,20,20,35,25,25,30,30,35,30,25,30,25,35,30,30,35,35,40,30,25,35,30,35,30,92-94,35,60,60,40,0,0,0,35,25,0,0,0,0,0,0,40,0,0,0,35,35,0,0,0,0,0,0,N,L,N,N,N,VH,25,25
57023,"Juan Cierra",1B,209,214,12,4,23,188,L,R,40,30,30,30,40,40,40,35,30,30,45,40,40,30,25,30,40,40,45,30,30,30,45,40,35,30,25,35,30,25,25,20,20,20,0,0,35,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,30,25,25,20,50,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,20,83-85,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,L,L,N,L,A,30,30
57024,"David Arciniega",C,210,198,7,4,23,186,R,R,40,40,45,35,40,40,40,40,45,35,40,40,40,40,45,35,40,40,45,45,45,35,45,45,35,35,65,25,30,30,40,50,60,50,0,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,35,30,35,25,25,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,25,25,25,20,85-87,51,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N,VH,35,35
57025,"Andres Aparecida",SP,0,0,0,0,23,180,R,R,20,20,20,20,20,20,20,20,20,20,20,20,25,20,20,20,25,20,35,35,20,35,40,35,35,30,50,30,35,20,25,20,25,25,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,25,25,20,60,25,35,20,20,40,20,40,25,20,40,25,35,20,20,35,20,45,30,25,40,25,93-95,41,40,25,45,0,0,0,40,20,0,0,0,0,0,0,50,0,0,0,50,40,0,0,0,0,0,0,N,N,N,N,N,VH,20,25
57026,"Sergio Sandoval",3B,209,214,12,4,23,189,S,R,35,35,35,30,40,35,35,35,35,30,40,35,35,35,35,30,40,35,45,50,40,35,50,40,60,60,65,50,60,50,65,20,20,20,0,0,0,0,55,50,0,40,0,0,0,0,0,60,50,0,45,0,65,55,55,65,35,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,30,35,20,83-85,46,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,L,N,VH,30,35
57027,"Moses Schut",SP,0,0,0,0,23,178,R,R,30,30,20,20,25,30,30,30,20,20,25,30,30,30,20,20,30,30,40,35,25,35,40,40,30,30,35,20,30,35,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,20,30,65,25,35,30,25,35,30,35,30,25,40,30,35,30,25,35,30,40,35,30,35,35,92-94,47,50,55,40,35,35,0,0,20,0,0,0,0,0,0,45,40,40,0,0,35,0,0,0,0,0,0,H,N,N,N,N,VH,30,30
57028,"David Abril",RP,0,0,0,0,23,187,R,R,30,30,20,25,30,30,30,30,20,25,30,30,30,30,20,25,30,35,45,35,25,35,40,45,25,25,45,20,35,35,30,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,20,20,30,75,25,40,35,30,40,35,45,35,35,40,35,40,30,30,35,35,45,35,35,40,35,93-95,52,30,50,45,0,40,0,0,25,0,0,0,0,0,0,50,0,45,0,0,40,0,0,0,0,0,0,N,N,N,N,N,VH,30,30
57029,"Luis Capistran",SP,207,81,15,3,23,211,R,R,40,35,20,35,40,40,40,35,20,35,40,40,40,40,20,35,40,40,45,35,20,35,45,45,35,30,40,30,30,30,45,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,20,25,20,35,25,45,45,45,50,45,45,45,45,50,45,45,45,45,50,45,50,45,45,50,45,95-97,57,55,55,60,0,45,0,0,35,0,35,0,0,0,0,70,0,60,0,0,55,0,50,0,0,0,0,N,N,N,N,L,VH,40,45
57030,"Luis Longoria",RP,206,73,6,3,24,182,R,R,30,35,25,30,35,30,30,35,25,30,35,30,30,35,30,30,35,30,40,35,25,35,40,35,40,20,55,30,35,35,40,20,20,20,50,0,0,0,0,0,20,0,0,50,0,0,0,0,0,30,0,0,65,45,45,50,80,25,35,45,45,45,40,35,45,45,45,40,35,45,45,45,40,35,50,50,45,50,90-92,62,50,65,35,0,40,0,0,25,0,0,0,0,0,0,35,0,40,0,0,40,0,0,0,0,0,0,N,L,N,N,N,H,35,35
57031,"Rogelio Sandaval",RP,0,0,0,0,23,187,R,R,35,25,20,30,35,35,30,25,20,30,30,35,35,30,20,35,35,35,45,35,20,40,45,45,30,30,45,25,25,25,50,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,60,25,35,40,40,35,30,40,40,40,35,30,35,35,35,35,30,40,40,45,35,35,90-92,54,55,45,35,35,0,0,0,25,0,0,0,0,0,0,40,35,0,0,0,35,0,0,0,0,0,0,N,N,L,L,N,VH,30,30
57032,"Luis Soto",SP,209,217,4,4,23,185,R,R,20,25,20,25,20,20,20,25,20,25,20,20,20,25,20,25,20,20,25,25,25,35,30,20,35,25,55,20,35,25,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,30,75,20,50,40,40,45,45,50,45,40,50,45,45,40,35,45,45,55,40,40,45,50,96-98,45,65,65,60,50,40,0,65,35,0,0,0,0,0,0,70,55,40,0,70,45,0,0,0,0,0,0,N,N,H,L,L,VH,40,40
57033,"Luis Moreno",RP,208,225,29,4,23,204,L,L,30,30,20,30,30,25,30,30,20,30,30,30,25,25,20,25,25,25,40,35,20,40,40,35,35,25,40,20,25,25,30,20,25,25,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,50,25,40,35,30,45,35,40,35,30,45,35,40,30,30,40,35,45,40,40,45,45,92-94,47,70,80,45,0,0,0,0,20,0,0,0,45,0,0,50,0,0,0,0,45,0,0,0,55,0,0,N,N,L,H,N,H,35,35
57034,"Luis Flores",CF,0,0,0,0,23,192,L,L,50,40,35,40,50,50,50,40,35,40,50,50,45,40,30,35,45,50,55,40,35,40,50,55,35,35,35,20,55,35,35,20,20,25,0,0,0,0,0,0,50,35,40,0,0,0,0,0,0,55,35,45,55,55,55,45,55,25,20,20,20,30,20,20,20,20,35,20,20,20,20,30,20,20,25,25,30,20,84-86,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,N,VH,35,35
57035,"Juan Dardon",SP,208,221,24,4,23,183,R,R,25,30,20,25,25,20,25,30,20,25,25,20,25,30,20,25,30,20,30,35,20,35,35,20,30,35,50,25,30,35,35,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,20,30,40,20,40,35,35,35,20,40,35,35,35,20,35,35,35,35,20,40,40,40,35,20,91-93,52,40,45,40,35,35,35,40,35,0,0,0,0,0,0,40,45,35,40,40,35,0,0,0,0,0,0,N,L,N,N,N,VH,25,25
57036,"David Campos",RP,210,198,7,4,23,201,R,R,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,30,30,30,35,35,25,30,25,40,20,25,30,25,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,25,20,25,35,25,30,40,40,40,30,30,40,40,40,30,30,40,40,40,30,35,45,45,40,30,91-93,55,25,35,35,0,30,30,30,0,0,0,0,0,0,0,40,0,35,35,35,0,0,0,0,0,0,0,N,N,N,N,N,VH,30,30
57037,"Luis Prieto",RP,0,0,0,0,23,194,R,R,25,25,20,20,30,25,25,25,20,20,30,25,25,25,20,20,30,25,40,35,25,35,40,40,35,30,65,20,40,30,40,20,25,25,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,25,20,20,55,20,40,40,45,35,35,40,40,45,35,35,35,40,40,35,35,40,40,45,35,40,95-97,64,25,55,45,0,0,0,40,25,0,0,0,0,0,0,45,0,0,0,40,30,0,0,0,0,0,0,N,N,H,L,L,VH,35,35
57038,"Sergio Maceda",SP,205,64,4,3,23,182,R,R,45,35,25,40,45,50,45,35,20,35,45,50,50,35,25,40,50,50,45,35,25,40,45,50,35,20,55,20,35,35,20,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,20,20,30,75,20,40,45,45,45,45,40,45,45,45,45,40,45,45,45,45,40,50,50,45,50,93-95,46,55,70,40,0,40,40,40,30,35,0,0,0,0,0,40,0,40,40,40,40,35,0,0,0,0,0,N,N,N,N,N,VH,40,40
57039,"Ismael Macareno",LF,204,54,23,2,23,188,L,R,50,45,30,45,50,50,55,45,35,50,55,50,45,45,30,40,45,45,55,45,30,50,55,50,50,40,40,65,55,50,50,20,25,20,0,0,0,45,0,30,60,40,0,0,0,0,45,0,35,60,40,0,65,45,40,30,50,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,25,25,25,20,80-83,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,VH,40,40
57040,"Andres Arzola",C,0,0,0,0,23,185,R,R,40,30,30,30,35,45,40,30,30,30,35,40,40,35,30,30,40,45,45,35,40,30,40,45,30,40,35,25,30,40,30,35,35,50,0,25,35,0,0,0,0,0,0,0,35,40,0,0,0,0,0,0,20,20,20,25,50,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,20,84-86,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,H,VH,25,35
