ID,Name,Pos,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Signability,Demand,Acc,Ovr,Pot
60708,"Kevin Law",SP,23,185,R,R,20,20,20,40,20,20,20,20,20,40,20,20,20,20,20,40,20,25,25,25,20,50,20,25,30,20,50,40,45,40,45,30,25,25,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,25,20,25,65,20,30,35,35,45,40,30,40,35,50,40,30,30,30,40,40,35,45,45,45,45,89-91,47,50,25,35,25,0,0,35,0,0,0,0,0,0,0,40,35,0,0,40,0,0,0,0,0,0,0,L,N,N,N,H,VE,0,VH,25,35
57677,"Sergio Leal",RP,21,187,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,35,25,35,35,35,35,25,50,30,35,20,30,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,20,25,80,20,30,30,25,45,30,30,30,25,45,30,30,30,25,45,30,35,45,45,45,50,96-98,51,30,45,45,0,0,0,0,30,0,0,0,0,30,0,50,0,0,0,0,35,0,0,0,0,30,0,N,N,H,N,N,E,0,VH,25,35
61080,"Jeff Lee",SS,18,185,R,R,25,25,25,30,25,25,25,25,25,25,25,25,25,25,25,30,25,25,45,45,45,50,45,45,40,50,55,45,40,40,50,20,20,20,0,0,20,20,20,0,0,0,20,0,0,55,35,40,0,0,0,35,40,35,20,35,45,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,86-88,44,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H,EH,0,VH,20,35
61870,"B.J. Lee Sang",CL,21,182,S,R,25,20,20,20,20,30,25,20,20,20,20,30,25,20,20,20,20,30,35,25,20,30,25,40,35,35,65,25,30,35,50,25,30,30,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,25,30,25,35,50,25,45,45,45,50,35,45,45,45,50,35,45,45,45,50,35,65,55,65,50,50,96-98,56,30,60,70,0,0,0,0,0,0,0,35,0,0,0,80,0,0,0,0,0,0,0,55,0,0,0,H,H,L,N,N,E,0,VH,35,55
61843,"Josh Leff",CF,18,185,R,R,30,35,20,30,30,30,30,35,20,30,30,30,30,35,20,30,30,30,55,70,45,55,55,55,35,30,40,30,55,40,50,20,20,20,0,0,0,0,0,0,20,30,25,0,0,0,0,0,0,60,40,50,55,45,50,55,40,45,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,35,25,25,86-88,45,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,H,0,VH,25,50
62801,"Jerrod LeMay",SS,21,186,R,R,35,35,30,45,35,35,35,35,30,45,35,35,35,35,30,45,35,35,40,45,35,75,40,40,55,40,55,55,35,35,45,25,20,30,0,0,0,40,30,35,0,0,0,0,0,0,45,45,40,0,0,0,60,50,65,50,50,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,30,84-86,38,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,L,N,N,E,0,H,30,35
61813,"Josh Lenke",SS,18,187,R,R,30,30,20,25,30,30,30,30,20,25,30,30,30,30,25,25,30,30,60,75,45,45,65,55,60,50,55,50,45,35,45,20,20,20,0,0,0,25,25,30,25,0,0,0,0,0,55,50,45,45,0,0,60,60,55,60,70,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,25,87-89,58,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,L,H,L,L,I,-1,VH,25,50
61948,"Andy Leonard",CL,21,183,L,R,25,20,20,25,20,30,25,20,20,25,20,30,25,20,20,25,20,25,30,30,25,30,25,35,30,20,45,45,50,50,50,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,25,20,30,60,25,50,45,45,50,35,50,45,40,50,35,50,45,45,50,35,65,55,55,50,45,96-98,53,30,35,0,0,65,55,0,0,0,0,0,0,0,0,0,0,80,75,0,0,0,0,0,0,0,0,N,N,N,H,N,H,0,VH,35,55
61898,"Josh Lewelling",RP,18,192,R,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,30,50,20,25,35,30,40,25,50,50,50,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,25,20,20,45,30,30,30,25,45,25,30,30,25,45,25,25,30,25,40,25,60,50,50,50,50,92-94,51,30,40,40,0,0,0,25,0,0,0,0,0,0,0,75,0,0,0,75,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,VH,25,50
60920,"Bobby Leyva",C,17,196,R,R,25,25,25,30,20,25,25,25,25,30,20,25,25,25,25,30,20,25,45,45,55,50,45,50,30,35,50,35,40,45,55,50,50,55,0,30,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,20,20,20,30,35,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,88-90,38,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N,H,0,VH,20,45
60926,"Amari Lightburn",SP,18,190,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,20,30,20,35,30,30,25,35,40,35,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,20,20,20,75,20,30,35,30,50,25,30,35,30,50,25,30,35,30,50,25,60,55,65,50,50,93-95,54,65,60,40,30,25,35,0,20,0,0,0,0,0,0,80,45,45,80,0,70,0,0,0,0,0,0,N,N,N,N,N,N,1800000,VH,25,70
61015,"Arturo Lind",2B,18,193,R,R,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,25,20,20,40,45,35,45,40,40,45,55,45,40,35,40,35,20,20,20,0,0,0,25,0,0,0,0,0,0,0,0,40,0,0,0,0,0,60,40,40,35,50,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,83-85,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,EH,0,VH,20,35
61833,"Jaime Lind",SP,18,188,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,30,30,25,30,25,30,30,30,50,45,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,30,30,35,60,25,30,35,30,45,25,30,35,30,45,25,30,30,30,40,20,50,55,65,45,45,88-90,52,45,35,30,30,0,0,0,20,0,0,0,0,0,0,50,60,0,0,0,75,0,0,0,0,0,0,N,N,N,N,N,EH,430000,VH,25,50
59700,"Jim Lindner",SP,21,190,L,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,25,30,40,60,20,45,45,60,25,25,25,65,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,25,20,20,20,50,20,35,45,40,50,35,35,40,40,50,35,40,45,45,55,35,50,60,65,50,60,96-98,57,75,75,50,30,0,0,40,0,0,0,0,0,0,0,80,60,0,0,60,0,0,0,0,0,0,0,N,N,N,L,N,EH,3800000,VH,30,70
57607,"Joe Lindsey",LF,21,187,R,L,30,25,30,30,35,30,30,25,30,30,30,30,30,30,30,35,35,30,50,45,50,50,50,45,50,25,40,20,40,45,50,20,20,20,55,0,0,0,0,0,30,0,20,65,0,0,0,0,0,45,0,35,25,20,20,20,45,25,30,30,25,45,20,30,30,25,45,20,35,30,25,45,20,50,50,50,45,40,92-94,55,50,75,40,30,0,25,35,20,0,0,0,0,0,0,60,50,0,55,55,60,0,0,0,0,0,0,N,N,N,L,H,N,0,VH,25,40
61791,"Mike Lipp",RP,21,179,L,L,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,30,35,25,20,35,30,55,20,50,50,50,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,20,30,55,25,40,40,35,45,40,40,40,35,45,40,45,40,40,50,40,55,45,45,45,50,92-94,57,30,75,40,40,0,35,0,0,0,0,0,0,0,0,60,55,0,60,0,0,0,0,0,0,0,0,N,N,N,N,N,H,0,VH,35,45
62822,"Phil Liston",SP,21,182,L,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,25,25,30,30,30,20,30,25,40,25,50,50,50,25,25,30,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,25,25,25,25,25,35,35,30,40,20,40,35,35,45,25,30,30,25,35,20,45,45,45,40,30,90-92,42,45,35,40,0,0,0,40,35,0,0,0,0,0,0,50,0,0,0,55,50,0,0,0,0,0,0,N,N,L,N,N,H,0,H,25,35
60994,"Jeremy Little",2B,18,191,R,R,25,25,25,20,25,25,25,25,25,20,25,25,25,25,25,20,30,25,50,55,50,50,55,50,55,40,35,45,50,40,40,20,20,20,0,0,25,30,0,0,0,0,0,0,0,65,45,0,0,0,0,0,35,40,55,35,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,35,30,35,25,88-90,39,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N,E,0,VH,25,45
60925,"Juan Lizarraga",2B,18,187,S,R,25,20,25,20,25,25,25,20,25,20,25,25,25,20,25,20,25,25,50,45,45,40,50,45,45,55,45,45,40,30,35,20,20,20,0,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,35,30,20,50,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,25,88-90,56,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,VH,25,35
61832,"Lyle Lortie",C,19,187,R,R,25,25,25,30,25,25,25,25,25,30,25,25,25,25,25,30,25,25,40,45,45,50,40,40,30,30,35,30,55,50,80,35,40,35,0,25,0,0,0,0,30,25,30,0,25,0,0,0,0,65,40,65,30,20,20,20,55,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,88-90,51,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,H,N,EH,0,VH,20,35
61922,"Avi Lousky",C,17,195,R,R,30,25,20,25,30,30,30,25,20,25,30,30,30,25,20,25,30,30,60,45,40,50,60,60,30,30,50,25,40,35,50,55,55,50,0,30,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,25,30,30,30,70,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,85-87,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,N,EH,0,VH,25,45
62909,"Mike Love",RP,18,192,S,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,25,30,25,30,25,25,40,40,35,25,50,45,50,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,20,25,20,30,60,30,30,35,30,45,35,30,30,30,45,35,30,35,30,45,35,65,45,45,50,55,92-94,51,30,50,0,0,25,40,0,0,0,0,0,0,0,0,0,0,75,80,0,0,0,0,0,0,0,0,N,H,L,N,N,EH,0,VH,30,50
58554,"C.J. Loza",SP,19,189,R,L,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,35,30,40,35,30,35,25,35,20,25,30,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,45,20,30,20,20,40,20,30,20,20,40,20,30,20,20,45,20,50,20,20,40,20,91-93,39,50,80,40,0,0,0,35,20,0,0,0,0,0,0,65,0,0,0,65,50,0,0,0,0,0,0,L,N,N,N,L,N,0,VH,20,25
62865,"Eric Lucas",SP,22,186,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,25,25,30,25,60,25,30,35,45,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,30,55,25,35,30,20,45,30,35,30,25,45,30,35,30,20,45,30,40,40,35,45,40,89-91,42,45,45,35,0,0,35,35,25,35,0,0,0,0,0,40,0,0,45,40,45,45,0,0,0,0,0,N,H,N,N,N,N,0,VH,25,30
62872,"Chris Luckey",SP,22,180,R,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,25,25,25,30,25,25,35,25,45,35,40,45,45,25,20,25,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,20,20,20,55,30,40,45,40,45,35,40,45,45,50,35,35,40,40,45,35,45,55,60,45,45,90-92,55,65,35,40,35,0,35,35,25,35,0,0,0,0,0,45,50,0,45,45,50,50,0,0,0,0,0,N,N,N,H,H,H,0,H,35,45
61031,"Andres Luevano",SP,18,179,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,30,30,20,30,30,25,50,25,40,55,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,30,75,25,20,20,20,40,20,20,20,20,45,20,20,20,20,40,20,45,45,45,40,40,88-90,46,40,25,25,25,0,0,25,20,0,0,0,0,0,0,45,45,0,0,45,50,0,0,0,0,0,0,L,L,H,N,L,EH,0,VH,20,35
61923,"Ben Lummus",CF,22,184,R,R,45,50,40,40,45,40,45,50,40,40,45,40,45,55,45,45,45,40,50,80,50,55,55,50,35,40,50,35,60,55,70,30,25,30,0,0,0,0,0,0,45,40,45,0,0,0,0,0,0,70,45,65,65,45,50,40,35,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,25,84-86,62,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,L,N,N,200000,VH,35,50
61848,"Eric Lunday",CF,17,184,L,L,30,30,20,20,30,30,30,30,20,20,30,30,30,30,20,20,30,30,70,60,35,40,70,65,55,50,30,20,65,45,40,20,20,25,0,0,0,0,0,0,25,35,25,0,0,0,0,0,0,70,50,55,65,35,30,50,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,87-89,58,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,900000,VH,25,55
62895,"Gabe Lunn",CL,22,184,L,L,25,20,20,20,20,25,25,20,20,20,20,25,20,20,20,20,20,25,25,25,30,30,25,25,35,35,75,20,30,45,50,20,20,20,65,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,20,25,20,30,45,25,35,50,50,55,50,35,50,50,55,50,35,50,50,60,50,40,65,70,55,80,87-89,67,30,35,30,35,35,0,0,0,0,0,0,0,0,0,35,45,45,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,0,VH,35,50
58317,"Sean Lusby",2B,20,186,R,R,35,30,25,25,35,40,35,30,25,25,30,40,35,30,30,25,35,40,70,55,50,45,70,65,50,45,30,50,35,45,20,25,25,20,0,0,0,30,0,0,0,0,0,0,0,0,45,0,0,0,0,0,45,45,50,45,30,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,25,30,25,84-86,46,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,200000,VH,25,60
60859,"Truman Lush",3B,17,192,R,R,25,25,20,25,20,25,25,25,20,25,20,25,25,25,25,25,20,25,45,50,50,55,45,50,45,45,60,35,40,35,50,20,25,25,0,0,20,0,30,0,0,0,0,0,0,65,0,40,0,0,0,0,35,30,30,35,45,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,89-91,39,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,N,N,EH,420000,VH,20,40
61763,"Eric Lyles",CL,21,192,S,R,25,20,25,20,20,30,25,20,25,25,20,30,25,20,25,20,20,30,35,30,30,30,25,40,30,25,45,35,45,45,45,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,20,20,20,70,20,45,40,35,50,35,45,40,35,50,35,45,40,35,50,35,60,50,50,50,45,98-100,49,30,35,65,0,40,40,0,0,0,0,0,0,0,0,80,0,70,50,0,0,0,0,0,0,0,0,N,N,N,N,N,H,0,VH,35,45
60982,"Chris Lyngen",SP,18,192,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,20,20,35,25,35,30,25,30,25,45,35,35,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,30,30,30,25,70,25,20,25,20,40,20,25,25,20,45,20,20,25,20,40,20,50,45,50,45,45,94-96,52,65,20,40,25,0,0,25,0,0,0,0,0,0,0,70,55,0,0,55,0,0,0,0,0,0,0,N,N,H,L,L,H,0,VH,20,45
61946,"Juan Maciel",SP,20,192,S,R,25,20,20,20,20,25,25,20,20,20,20,25,25,20,20,20,20,25,30,25,20,25,25,35,30,35,40,25,45,45,45,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,25,20,20,50,25,40,40,40,50,40,40,40,40,50,40,40,40,40,50,40,50,50,55,50,55,93-95,53,60,60,0,0,45,45,0,30,0,0,0,0,0,0,0,0,65,75,0,65,0,0,0,0,0,0,H,N,L,N,N,E,650000,VH,30,55
60872,"Jon Maddox",RF,18,185,R,L,25,20,20,25,25,20,25,20,20,25,25,20,25,20,20,25,25,20,45,40,40,50,50,40,35,30,25,20,40,45,40,20,20,20,0,0,0,0,0,0,20,0,25,0,0,0,0,0,0,35,0,30,30,25,20,20,50,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,25,87-89,35,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,L,H,H,N,EH,0,VH,25,35
61758,"Jesus Maese",RF,18,188,R,L,25,25,20,25,25,25,25,25,20,25,25,25,25,25,20,25,25,25,50,45,40,45,50,50,25,25,45,20,40,45,60,20,20,20,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,45,0,40,30,20,20,20,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,85-87,58,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,0,VH,25,40
56564,"Danny Maggard",2B,22,187,S,R,35,25,20,25,30,35,30,25,20,25,30,35,35,25,20,30,35,35,45,35,30,35,50,45,45,50,30,50,30,40,30,20,20,20,0,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,60,45,35,35,70,55,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,25,25,35,25,85-87,46,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VE,0,VH,25,30
61891,"Jon Maggio",RP,22,177,L,L,25,20,20,25,20,35,25,20,20,25,20,35,25,20,20,25,20,30,35,25,25,30,30,40,35,30,45,20,55,50,45,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,20,20,20,55,20,45,40,35,50,35,40,40,35,50,35,45,45,40,55,35,70,50,45,50,45,96-98,56,30,75,55,0,0,0,40,0,0,0,0,0,0,0,80,0,0,0,80,0,0,0,0,0,0,0,N,N,N,N,N,E,0,VH,35,50
60932,"Abdul Hafeez Mahsud Khel",CF,18,198,R,R,30,30,25,20,30,25,30,30,25,20,30,25,25,30,25,20,30,25,55,75,50,45,65,50,30,30,50,25,60,45,60,20,20,20,0,0,0,0,0,0,20,30,25,0,0,0,0,0,0,65,45,60,60,60,55,55,65,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,88-90,37,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,H,N,EH,1100000,VH,25,50
61828,"Bubba Maier",SP,21,194,R,R,25,20,20,20,20,30,25,20,20,20,20,30,25,20,20,20,20,35,35,25,20,30,30,40,35,25,40,20,60,55,45,25,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,20,20,40,55,25,40,40,35,45,40,40,40,35,50,40,35,35,35,45,40,45,45,45,45,55,91-93,49,75,35,40,40,35,0,0,0,0,0,0,0,0,0,50,45,45,0,0,0,0,0,0,0,0,0,L,N,N,N,N,H,0,VH,35,40
62813,"Vicente Maldonado",SS,21,189,R,R,35,35,35,40,35,35,35,35,30,40,35,35,40,35,35,40,40,40,45,45,40,50,45,45,50,50,65,65,40,40,45,30,25,20,0,0,30,0,0,40,0,0,0,0,0,70,0,0,45,0,0,0,30,30,40,30,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,89-91,56,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,0,H,30,35
61939,"Chris Maloy",RP,22,178,L,L,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,25,30,20,25,30,40,50,20,30,35,40,25,25,25,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,20,20,20,35,20,40,25,20,45,25,40,25,20,45,25,40,25,20,45,30,50,35,35,45,35,90-92,41,30,65,40,0,45,25,0,0,0,0,0,0,0,0,40,0,45,60,0,0,0,0,0,0,0,0,N,H,N,N,N,E,0,VH,25,30
61012,"Juan Mancia",SP,18,198,R,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,25,25,25,45,25,25,30,30,45,30,45,40,40,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,20,50,20,20,25,20,45,25,20,25,20,45,25,20,25,20,45,25,40,45,45,45,50,89-91,49,55,40,30,0,0,0,0,20,25,0,0,0,0,0,45,0,0,0,0,45,45,0,0,0,0,0,N,L,H,N,N,EH,0,VH,20,40
61894,"Dan Mann",CF,18,192,S,R,25,25,25,30,30,25,25,25,25,30,30,25,25,30,25,30,30,25,50,55,50,60,55,45,30,25,40,20,55,60,55,20,20,20,0,0,20,0,0,0,25,30,25,0,0,35,0,0,0,65,45,55,55,50,50,35,55,25,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,25,30,25,89-91,42,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,EH,430000,VH,25,45
61860,"Jon Mann",SP,22,179,L,L,20,20,20,40,20,25,20,20,20,40,20,25,20,20,20,40,20,25,25,25,30,55,20,30,30,30,55,20,35,40,45,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,20,20,30,50,25,45,45,40,50,35,45,40,40,45,35,45,45,45,50,35,50,45,45,50,40,91-93,52,70,65,45,45,0,45,40,25,45,0,0,0,0,0,50,50,0,50,50,35,60,0,0,0,0,0,N,N,N,N,N,N,0,VH,35,40
61085,"Price Marcotte",LF,18,188,R,R,30,25,25,25,30,30,30,25,25,25,30,30,30,30,25,25,30,30,60,60,50,45,65,55,35,30,30,25,45,45,40,25,25,25,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,45,0,0,55,50,50,50,40,25,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,89-91,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,N,EH,430000,VH,25,55
61874,"Chris Marks",2B,18,189,R,R,25,30,20,30,30,25,25,25,20,30,30,25,25,30,25,30,30,25,55,55,45,65,55,55,40,50,35,30,40,40,40,20,20,25,0,0,0,25,0,0,0,0,0,0,0,0,30,0,0,0,0,0,60,55,55,50,70,55,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,25,86-88,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H,EH,0,VH,25,45
60906,"Savion Marseille",SP,17,189,S,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,30,40,20,35,25,25,40,25,35,35,35,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,20,20,25,45,25,30,30,20,40,20,30,30,20,45,20,30,25,20,40,20,50,45,45,45,35,91-93,50,60,25,40,30,0,0,0,20,0,0,0,0,0,0,65,55,0,0,0,50,0,0,0,0,0,0,L,H,N,N,N,N,0,VH,20,40
60905,"Jon Marshall",SS,18,188,L,R,25,25,20,25,25,30,25,25,20,25,25,30,25,25,20,25,25,25,55,55,45,50,60,50,70,55,70,55,55,45,65,20,20,25,0,0,0,0,25,35,0,0,0,0,0,0,0,65,60,0,0,0,50,50,55,60,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,87-89,41,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,EH,420000,VH,25,45
60904,"Randy Marshall",SS,17,189,R,R,25,30,30,30,25,25,25,30,30,30,25,25,25,30,30,30,25,30,50,50,55,80,45,55,50,45,55,50,55,45,50,25,20,20,0,0,0,20,20,25,0,0,0,0,0,0,45,45,35,0,0,0,40,35,40,50,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,35,20,25,87-89,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,N,N,EH,550000,VH,25,55
56576,"Eric Martin",SP,21,189,R,R,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,20,25,30,25,45,30,20,25,25,40,35,25,25,20,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,20,20,20,75,25,30,20,20,40,20,30,20,20,45,20,30,20,20,40,20,45,40,40,40,25,92-94,35,60,50,40,35,0,0,0,20,0,0,0,0,0,0,50,45,0,0,0,45,0,0,0,0,0,0,N,L,N,N,N,VE,0,VH,20,30
